Token,POS
kantorong,N09
ya,CPOSS09
Master,RV
.,ZE
,
ha,CONJ
mofu,N01
a,CS01
ne,VAUX
a,CS01
dula,V
Afrika,N09
Borwa,N14
ka,PART
nako,N09
ya,CPOSS09
lefu,N05
la,CPOSS05
hae,PROPOSSPERS
",",ZM
tlaleha,V
leruo,N05
ho,PART
Master,RV
ya,CS01
nang,VCOP
le,PART
taolo,N09
ya,CPOSS09
sebaka,N07
seo,CD07
mofu,N01
a,CS01
neng,VAUX
a,CS01
dula,V
ho,PART
sona,PROEMP07
ka,PART
nako,N09
ya,CPOSS09
lefu,N05
la,CPOSS05
hae,PROPOSSPERS
,
ha,CONJ
mofu,N01
a,CS01
ne,VAUX
a,CS01
sa,MNEG
dule,V
Afrika,N09
Borwa,N14
ka,PART
nako,N09
ya,CPOSS09
lefu,N05
la,CPOSS05
hae,PROPOSSPERS
",",ZM
o,CSPERS
ka,PART
tlaleha,V
leruo,N05
ho,PART
Master,RV
o,CS01
fe,ENUM
kapa,CONJ
o,CS01
fe,ENUM
(,ZPL
empa,CONJ
ho,PART
a,CS01
le,VCOP
mong,ADJ01
),ZPR
,
tlaleha,V
lefu,N05
ka,PART
ho,CN15
tlatsa,V
Foromo,N09
J294,RL
:,ZM
Death,RV
notice,RV
(,ZPL
Tsebiso,N09
ya,CPOSS09
lefu,N05
),ZPR
le,PART
tse,ADJC10
ding,ADJ10
ditokomane,N10
tse,CS10
tshwanelehileng,V
tse,CS10
lenaneong,N05
le,PART
ka,PART
tlase,NLOC
,
o,CSPERS
ka,PART
fumana,V
Death,RV
notice,RV
(,ZPL
Tlaleho,N09
ya,CPOSS09
lefu,N05
),ZPR
le,PART
tse,ADJC10
ding,ADJ10
ditokomane,N10
kantorong,N09
efe,ENUM
kapa,CONJ
efe,ENUM
ya,CPOSS09
Master,RV
wa,CPOSS01
lekgotla,N05
le,CS05
phahameng,V
kapa,CONJ
ofising,N09
efe,ENUM
kapa,CONJ
efe,ENUM
ya,CPOSS09
maseterata,N01a
,
boleng,N14
ba,CPOSS14
leruo,N05
le,PART
mofuta,N03
wa,CPOSS03
ho,CN15
roma,V
o,CS03
hlokwang,V
o,CSPERS
tla,V
hlomamisa,V
hore,CONJ
ke,VCOP
dife,ENUM
ditokomane,N10
tse,CS10
lokelang,V
ho,CN15
tlatswa,V
le,PART
ho,CN15
tliswa,V
.,ZE
,
Ha,CONJ
boleng,N14
ba,CPOSS14
leruo,N05
bo,CS14
le,VCOP
ka,PART
tlase,NLOC
ho,CSLOC
R125,RV
000,RSF
",",ZM
tlatsa,V
ditokomane,N10
tse,CS10
latelang,V
:,ZM
,
Foromo,N09
J294,RL
:,ZM
Death,RV
notice,RV
(,ZPL
Tsebiso,N09
ya,CPOSS09
lefu,N05
),ZPR
,
Foromo,N09
J192,RL
:,ZM
Afidaviti,N09
:,ZM
dintlha,N10
tsa,CPOSS10
ya,CS01
haufi,NLOC
ya,CS01
tswalanang,V
le,PART
mofu,N01
-,ZM
e,CO09
lokela,V
ho,CN15
tlatswa,V
ha,CONJ
mofu,N01
a,CS01
sa,MNEG
siya,V
wili,N09
e,CS09
molaong,N03
,
Foromo,N09
J243,RL
:,ZM
Foromo,N09
ya,CPOSS09
lenaneo,N05
la,CPOSS05
dintho,N10
,
Ho,CN15
rongwa,V
jwalo,ADV
ka,PART
molaodi,N01
wa,CPOSS01
mafa,N06
/,RS
Foromo,N09
ya,CPOSS09
ho,CN15
roma,V
-,ZM
e,CO09
lokela,V
ho,CN15
tlatswa,V
ke,PART
bajalefa,N02
ba,CPOSS02
ho,CN15
rongwa,V
ke,PART
moemedi,N01
wa,CPOSS01
Master,RV
:,ZM
,
ha,CONJ
e,CS09
le,VCOP
leruo,N05
la,CPOSS05
mofu,N01
le,CS05
hlokang,V
wili,N09
kapa,CONJ
,
ha,CONJ
wili,N09
e,CS09
sa,MNEG
roma,V
molaodi,N01
wa,CPOSS01
mafa,N06
ya,CS01
kgethehileng,V
kapa,CONJ
,
ha,CONJ
molaodi,N01
ya,CS01
rongweng,V
a,CS01
hlokahetse,V
kapa,CONJ
a,CS01
latotse,V
thomo,N09
.,ZE
,
Foromo,N09
J155,RL
:,ZM
Ho,CN15
nka,V
boikarabelo,N14
le,PART
kamohelo,N09
ya,CPOSS09
ditaelo,N10
tsa,CPOSS10
Master,RV
.,ZE
,
Hokela,V
ditokomane,N10
tse,CS10
latelang,V
diforomong,N10
tse,CS10
tlatsitsweng,V
tse,CS10
lenaneong,N05
le,PART
ka,PART
hodimo,N16
:,ZM
,
setifikeiti,N07
sa,CPOSS07
sethatho,N07
sa,CPOSS07
lefu,N05
kapa,CONJ
kopi,N09
ya,CPOSS09
sona,PROEMP07
e,CS09
tiiseditsweng,V
,
setifikeiti,N07
sa,CPOSS07
sethatho,N07
sa,CPOSS07
lenyalo,N05
kapa,CONJ
kopi,N09
ya,CPOSS09
sona,PROEMP07
e,CS09
tiiseditsweng,V
-,ZM
ha,CONJ
ho,CN15
tshwaneleha,V
,
diwili,N10
tsohle,PROQUANT10
tsa,CPOSS10
sethatho,N07
le,PART
di-codicil,N10
(,ZPL
ke,VCOP
hore,CONJ
",",ZM
karolo,N09
ya,CPOSS09
keketso,N09
ya,CPOSS09
wili,N09
eo,CD09
mohlomong,CONJ
e,CS09
neng,VAUX
e,CS09
lokisa,V
wili,N09
ya,CPOSS09
sethatho,N07
kapa,CONJ
e,CS09
raha,V
karolo,N09
ya,CPOSS09
yona,PROEMP09
-,ZM
kapa,CONJ
ditokomane,N10
tse,CS10
reretsweng,V
hono,CDLOC
-,ZM
ha,CONJ
di,CS10
le,VCOP
teng,NLOC
,
lenaneo,N05
la,CPOSS05
batho,N02
ba,CS02
kolotwang,V
ke,PART
mofu,N01
-,ZM
ha,CONJ
ba,CS02
le,VCOP
teng,NLOC
,
phatlalatso,N09
e,CS09
pakang,V
hore,CONJ
leruo,N05
ha,MNEG
le,CS05
so,MNEG
tlalehwe,V
ofising,N09
e,ADJC09
nngwe,ADJ09
ya,CPOSS09
Master,RV
kapa,CONJ
ntlha,N09
e,ADJC09
nngwe,ADJ09
ya,CPOSS09
tshebeletso,N09
ya,CPOSS09
Master,RV
.,ZE
,
Ha,CONJ
boleng,N14
ba,CPOSS14
leruo,N05
bo,CS14
feta,V
R125,RV
000,RS
",",ZM
Master,RV
a,CS01
ka,PART
etsa,V
tesello,N09
mabapi,ADV
le,PART
mangolo,N06
a,CPOSS06
bolaodi,N14
ba,CPOSS14
mafa,N06
",",ZM
mme,CONJ
bakeng,N07
sa,CPOSS07
ona,PROEMP06
a,CS01
ntshe,V
mangolo,N06
a,CPOSS06
matlafatso,N09
ho,CN15
ya,V
ka,PART
Section,RV
18(3),RS
of,RV
the,RV
Administration,RV
of,RV
Estates,RV
Act,RV
",",ZM
1965,RV
(,ZPL
Karolo,N09
18(3),RS
ya,CPOSS09
Molao,N03
wa,CPOSS03
Tsamaiso,N09
ya,CPOSS09
Maruo,N06
),ZPR
.,ZE
,
Ha,CONJ
boleng,N14
ba,CPOSS14
leruo,N05
bo,CS14
le,VCOP
ka,PART
hodimo,N16
ho,PART
R125,RV
000,RS
",",ZM
tlatsa,V
ditokomane,N10
tse,CS10
latelang,V
:,ZM
,
Foromo,N09
J294,RS
:,ZM
Death,RV
notice,RV
(,ZPL
Tsebiso,N09
ya,CPOSS09
lefu,N05
),ZPR
,
Foromo,N09
J192,RS
:,ZM
Afidaviti,N09
:,ZM
dintlha,N10
tsa,CPOSS10
ya,CS01
haufi,NLOC
ya,CS01
tswalanang,V
le,PART
mofu,N01
-,ZM
di,CS10
lokela,V
ho,CN15
tlatswa,V
ha,CONJ
mofu,N01
a,CS01
sa,MNEG
siya,V
wili,N09
e,CS09
molaong,N03
Afidaviti,RV
ena,CD09
",",ZM
ya,CPOSS09
motho,N01
ya,CS01
tswalanang,V
haufi,NLOC
le,PART
mofu,N01
eo,CD01
e,CS01
leng,VCOP
motho,N01
e,ADJC01
motsho,ADJ01
ya,CS01
sa,MNEG
kang,QUE
a,CS01
siya,V
wili,N09
e,CS09
molaong,N03
",",ZM
e,CS09
tlameha,V
ho,CN15
bolela,V
hore,CONJ
leruo,N05
ha,MNEG
le,CS05
a,CS06
tlalehwa,V
ho,PART
Master,RV
e,ADJC01
mong,ADJ01
kapa,CONJ
ntlha,N09
e,ADJC09
nngwe,ADJ09
ya,CPOSS09
tshebeletso,N09
(,ZPL
ha,CONJ
ho,CN15
tshwanelehile,V
),ZPR
,
Foromo,N09
J243,RS
:,ZM
Foromo,N09
ya,CPOSS09
lenaneo,N05
la,CPOSS05
dintho,N10
,
Ho,CN15
rongwa,V
jwalo,ADV
ka,PART
molaodi,N01
wa,CPOSS01
mafa,N06
/,RS
Foromo,N09
ya,CPOSS09
ho,CN15
roma,V
-,ZM
e,CS09
lokela,V
ho,CN15
tlatswa,V
ke,PART
bajalefa,N02
ba,CPOSS02
ho,CN15
rongwa,V
ke,PART
moemedi,N01
wa,CPOSS01
Master,RV
:,ZM
,
ha,CONJ
e,CSNEUT
le,VCOP
leruo,N05
la,CPOSS05
mofu,N01
le,CS05
hlokang,V
wili,N09
kapa,CONJ
,
ha,CONJ
wili,N09
e,CS09
sa,MNEG
roma,V
molaodi,N01
wa,CPOSS01
mafa,N06
ya,CS01
kgethehileng,V
kapa,CONJ
,
ha,CONJ
molaodi,N01
wa,CPOSS01
mafa,N06
ya,CS01
rongweng,V
a,CS01
hlokahetse,V
kapa,CONJ
a,CS01
latotse,V
thomo,N09
.,ZE
,
Foromo,N09
J109,RS
:,ZM
Kamohelo,N09
ya,CPOSS09
trasti,N09
jwalo,ADV
ka,PART
molaodi,N01
wa,CPOSS01
mafa,N06
-,ZM
e,CS09
lokela,V
ho,CN15
tlatswa,V
ka,PART
bobedi,N14
ke,PART
mo(ba)tho,N01
ya,CS01
rongweng,V
jwalo,ADV
ka,PART
mo(ba)laodi,N01
wa,CPOSS01
mafa,N06
,
Foromo,N09
J262,RS
:,ZM
Ho,CN15
nka,V
boikarabelo,N14
le,PART
bondo,N09
ya,CPOSS09
tshireletso,N09
-,ZM
e,CS09
lokela,V
ho,CN15
tlatswa,V
ntle,NLOC
le,PART
ha,CONJ
molaodi,N01
wa,CPOSS01
mafa,N06
ya,CS01
rongweng,V
:,ZM
,
a,CS01
nehuwe,V
tesello,N09
ya,CPOSS09
ho,CN15
nehelana,V
ka,PART
tshireletso,N09
wiling,N09
",",ZM
kapa,CONJ
,
ke,PART
motswadi,N01
",",ZM
molekane,N01
ka,PART
lenyalo,N05
kapa,CONJ
ngwana,N01
wa,CPOSS01
mofu,N01
.,ZE
,
Romela,V
diforomo,N10
tse,CS10
tlatsitsweng,V
tse,CS10
lenaneong,N05
le,PART
ka,PART
hodimo,N16
mmoho,ADV
le,PART
ditokomane,N10
tse,CS10
latelang,V
:,ZM
,
setifikeiti,N07
sa,CPOSS07
sethatho,N07
sa,CPOSS07
lefu,N05
kapa,CONJ
kopi,N09
ya,CPOSS09
sona,PROEMP07
e,CS09
tiiseditsweng,V
,
setifikeiti,N07
sa,CPOSS07
sethatho,N07
sa,CPOSS07
lenyalo,N05
kapa,CONJ
kopi,N09
ya,CPOSS09
sona,PROEMP07
e,CS09
tiiseditsweng,V
-,ZM
ha,CONJ
ho,CN15
tshwaneleha,V
,
diwili,N10
tsohle,PROQUANT10
tsa,CPOSS10
sethatho,N07
le,PART
di-codicil,N10
(,ZPL
ke,VCOP
hore,CONJ
",",ZM
karolo,N09
ya,CPOSS09
keketso,N09
ya,CPOSS09
wili,N09
eo,CD09
mohlomong,CONJ
e,CS09
neng,VAUX
e,CS09
lokisa,V
wili,N09
ya,CPOSS09
sethatho,N07
kapa,CONJ
e,CS09
raha,V
karolo,N09
ya,CPOSS09
yona,PROPOSS09
-,ZM
kapa,CONJ
ditokomane,N10
tse,CS10
reretsweng,V
hono,VCOP
-,ZM
ha,CONJ
di,CS10
le,VCOP
teng,NLOC
.,ZE
,
Ha,CONJ
boleng,N14
ba,CPOSS14
leruo,N05
bo,CS14
feta,V
R125,RV
000,RS
",",ZM
mangolo,N06
a,CPOSS06
bolaodi,N14
a,CS06
tlameha,V
ho,CN15
ntshuwa,V
",",ZM
mme,CONJ
tshebetso,N09
e,CS09
feletseng,V
e,CS09
balletsweng,V
ke,PART
Administration,RV
of,RV
Estates,V
Act,V
",",ZM
1965,RV
(,ZPL
Molao,N03
wa,CPOSS03
Tsamaiso,N09
ya,CPOSS09
Maruo,N06
),ZPR
",",ZM
e,CS09
tlameha,V
ho,CN15
latelwa,V
.,ZE
,
Dintlha,N10
tsa,CPOSS10
tshebeletso,N09
(,ZPL
dikantoro,N10
tsa,CPOSS10
maseterata,N01a
),ZPR
di,CS10
na,VCOP
le,PART
taolo,N09
feela,ADV
ha,CONJ
mofu,N01
a,CS01
sa,MNEG
siya,V
wili,N09
e,CS09
molaong,N03
mme,CONJ
le,PART
boleng,N14
ba,CPOSS14
leruo,N05
lohle,PROQUANT05
la,CPOSS05
mofu,N01
bo,CS14
le,VCOP
ka,PART
ka,PART
tlase,NLOC
ho,CSLOC
R50,RV
000,RS
.,ZE
,
Mangolo,N06
a,CS06
matlafatsang,V
a,CS06
neha,V
matla,N06
moemedi,N01
ya,CS01
rongweng,V
ho,CN15
laola,V
mokgwatshebetso,N03
o,CS03
feletseng,V
o,CS03
ballwang,V
ke,PART
Administration,RV
of,V
Estates,RV
Act,V
",",ZM
1965,RV
(,ZPL
Molao,N03
wa,CPOSS03
Tsamaiso,N09
ya,CPOSS09
Maruo,N06
),ZPR
.,ZE
,
Moo,CD18
motho,N01
a,CS01
fumanang,V
kuno,N09
e,CS09
lefellwang,V
lekgetho,N05
e,CSNEUT
seng,MNEG
ka,PART
tlasa,V
taolo,N09
ya,CPOSS09
diphokotso,N10
tsa,CPOSS10
SITE,RV
kapa,CONJ
PAYE,RV
(,ZPL
mohlala,N03
",",ZM
tswala,V
",",ZM
khiriso,N09
kapa,CONJ
kuno,N09
ya,CPOSS09
kgwebo,N09
),ZPR
",",ZM
o,CS01
tshwanela,VAUX
ho,CN15
lefa,V
provisional,RV
tax,RV
(,ZPL
lekgetho,N05
la,CPOSS05
tumellano,N09
ya,CPOSS09
nakwana,N09
),ZPR
hodima,N16
kuno,N09
.,ZE
,
Ditefo,N10
tsa,CPOSS10
lekgetho,N05
la,CPOSS05
tumellano,N09
ya,CPOSS09
nakwana,N09
di,CS10
etsuwa,V
tlasa,NLOC
tlhophiso,N09
ya,CPOSS09
dikgwedi,N10
tse,ADJC10
ding,ADJ10
le,PART
tse,ADJC10
ding,ADJ10
tse,CS10
tsheletseng,V
.,ZE
,
Sepheo,N07
sa,CPOSS07
lekgetho,N05
la,CPOSS05
tumellano,N09
ya,CPOSS09
nakwana,N09
ke,PART
ho,CN15
thusa,V
balefi,N02
ba,CPOSS02
lekgetho,N05
ho,CN15
emelana,V
le,PART
ditlamo,N10
tsa,CPOSS10
bona,PROPOSS02
tsa,CPOSS10
lekgetho,N05
ka,PART
tlhophiso,N09
e,CS09
tswellang,V
kgahlanong,N09
le,PART
tefo,N09
e,ADJC09
le,PART
nngwe,ADJ09
e,ADJC09
kgolo,ADJ09
hodima,N16
tekanyetso,N09
ya,CPOSS09
selemo,N07
.,ZE
,
Lekgetho,N05
la,CPOSS05
tumellano,N09
ya,CPOSS09
nakwana,N09
le,CS05
lefuweng,N05
le,CS05
tla,V
tloswa,V
ho,PART
lekgetho,N05
la,CPOSS05
ho,CN15
qetela,V
la,CPOSS05
kuno,N09
(,ZPL
lekgetho,N05
le,CS05
tlwaelehileng,V
),ZPR
leo,CD05
motho,N01
a,CS01
tshwanelang,VAUX
ho,CN15
le,CO05
lefa,V
bakeng,N07
sa,CPOSS07
tekanyetso,N09
e,CS09
tshwanelehileng,V
ya,CPOSS09
selemo,N07
.,ZE
,
Motho,N01
ya,CS01
bang,VAUX
le,PART
tlamo,N09
ya,CPOSS09
ho,CN15
lefa,V
lekgetho,N05
la,CPOSS05
tumellano,N09
ya,CPOSS09
nakwana,N09
o,CS01
tlameha,V
hore,CONJ
",",ZM
nakong,N09
ya,CPOSS09
matsatsi,N06
a,ADJC06
30,RS
a,CPOSS06
ho,CN15
ba,V
le,PART
tlamo,N09
",",ZM
a,CS01
etse,V
kopo,N09
e,CS09
ngotsweng,V
ya,CPOSS09
ho,CN15
ngodisa,V
ofising,N09
ya,CPOSS09
lekala,N05
la,CPOSS05
lehae,N05
ya,CPOSS09
South,RV
African,RV
Revenue,RV
Service,RV
(,ZPL
Tshebeletso,N09
ya,CPOSS09
Lekgetho,N05
ya,CPOSS09
Afrika,N09
Borwa,N14
),ZPR
SARS,RK
.,ZE
,
Ho,CSINDEF
hloleha,V
ho,CN15
etsa,V
jwalo,ADV
ho,CN15
tla,V
ba,V
le,PART
sephetho,N07
sa,CPOSS07
tswala,N09
le,PART
dikotlo,N10
tse,CS10
lefiswang,V
mabapi,ADV
le,PART
ho,CN15
lefa,V
ka,PART
mora,N18
nako,N09
le,PART
lekgetho,N05
le,CS05
ekeditsweng,V
la,CPOSS05
ho,CN15
romela,V
ka,PART
mora,N18
nako,N09
ditlaleho,N10
tsa,CPOSS10
tshebetso,N09
.,ZE
,
Tefo,N09
ya,CPOSS09
boraro,N14
ya,CPOSS09
lekgetho,N05
la,CPOSS05
tumellano,N09
ya,CPOSS09
nakwana,N09
e,CS09
tsejwa,V
hape,ADV
jwalo,ADV
ka,PART
"""",ZPL
keketso,N09
"""",ZPR
kapa,CONJ
"""",ZPL
tlatsetso,N09
"""",ZPR
ya,CPOSS09
tefo,N09
ya,CPOSS09
tumellano,N09
ya,CPOSS09
nakwana,N09
.,ZE
,
Ha,CONJ
tefo,N09
e,CS09
jwalo,ADV
e,CS09
etsuwa,V
",",ZM
e,CS09
tlameha,V
ho,CN15
lefshwa,V
e,CS09
se,MNEG
ka,PART
morao,N18
ho,CSLOC
letsatsi,N05
',ZPL
le,CS05
loketseng,V
',ZPR
.,ZE
,
Letsatsi,N05
',ZPL
le,CS05
loketseng,V
',ZPR
ke,VCOP
,
dikgwedi,N10
tse,CS10
supileng,V
ha,CONJ
mmamorao,CONJ
",",ZM
maemong,N06
a,CPOSS06
tekanyetso,N09
ya,CPOSS09
selemo,N07
se,CS07
felang,V
mohla,N03
la,CPOSS05
28,RV
kapa,CONJ
29,RV
Hlakola,N09
,
dikgwedi,N10
tse,CS10
tsheletseng,V
ha,CONJ
mmamorao,CONJ
",",ZM
bakeng,N07
sa,CPOSS07
tumello,N09
ya,CPOSS09
mafelo,N06
a,CPOSS06
selemo,N07
sa,CPOSS07
ditjhelete,N10
se,CS07
felang,V
letsatsing,N05
le,CS05
fapaneng,V
le,PART
la,CPOSS05
28,RV
kapa,CONJ
29,RV
Hlakola,N09
.,ZE
,
Tefo,N09
ya,CPOSS09
boraro,N14
ke,VCOP
tefo,N09
ya,CPOSS09
boithaopo,N14
e,CS09
etsuwang,V
ke,PART
molefi,N01
o,CS01
fe,ENUM
kapa,CONJ
o,CS01
fe,ENUM
wa,CPOSS01
lekgetho,N05
la,CPOSS05
tumellano,N09
ya,CPOSS09
nakwana,N09
.,ZE
,
Balefi,N02
ba,CPOSS02
lekgetho,N05
(,ZPL
ntle,NLOC
le,PART
dikhampani,N10
),ZPR
ba,CS02
nang,VCOP
le,PART
kuno,N09
e,CS09
lefellwang,V
lekgetho,N05
e,CS09
ka,PART
hodimo,N16
ho,CSLOC
R50,RV
000,RV
kapa,CONJ
dikhampani,N10
tse,CS10
nang,VCOP
le,PART
kuno,N09
e,CS09
lefellwang,V
lekgetho,N05
ya,CPOSS09
R20,RV
000,RV
kapa,CONJ
ho,CN15
feta,V
",",ZM
ba,CS02
ka,PART
etsa,V
tefo,N09
ya,CPOSS09
boraro,N14
ya,CPOSS09
boithaopo,N14
ho,CN15
phema,V
ho,CN15
lefiswa,V
tswala,N09
ho,PART
tefo,N09
efe,ENUM
kapa,CONJ
efe,ENUM
e,CS09
ka,PART
tlase,NLOC
ya,CPOSS09
lekgetho,N05
la,CPOSS05
tekanyetso,N09
ya,CPOSS09
selemo,N07
.,ZE
,
Sepheo,N07
sa,CPOSS07
tefo,N09
ena,CD09
ke,VCOP
ho,CN15
etsa,V
hore,CONJ
balefi,N02
ba,CPOSS02
lekgetho,N05
ba,CS02
kgone,V
ho,CN15
lefa,V
phapang,N09
pakeng,N09
tsa,CPOSS10
lekgetho,N05
la,CPOSS05
basebetsi,N02
le,PART
lekgetho,N05
la,CPOSS05
tumellano,N09
ya,CPOSS09
nakwana,N09
le,CS05
seng,VAUX
le,CS05
lefuwe,N05
bakeng,N07
sa,CPOSS07
selemo,N07
",",ZM
le,PART
paloyohle,N09
ya,CPOSS09
tlamo,N09
ya,CPOSS09
lekgetho,N05
ya,CPOSS09
tekanyetso,N09
ya,CPOSS09
selemo,N07
.,ZE
,
Nako,N09
ya,CPOSS09
boraro,N14
e,CS09
nehelana,V
ka,PART
paloyohle,N09
ya,CPOSS09
lekgetho,N05
e,CS09
lokelang,V
ho,CN15
lefshwa,V
ya,CPOSS09
selemo,N07
kaofela,ADV
",",ZM
ho,CN15
fokoditswe,V
:,ZM
,
lekgetho,N05
la,CPOSS05
basebetsi,N02
le,CS05
lefuweng,N05
bakeng,N07
sa,CPOSS07
selemo,N07
kaofela,ADV
,
diphaello,N10
dife,ENUM
kapa,CONJ
dife,ENUM
tse,CS10
dumelletsweng,V
tsa,CPOSS10
lekgetho,N05
la,CPOSS05
baditjhaba,N02
tsa,CPOSS10
selemo,N07
kaofela,ADV
,
ditjhelete,N10
tse,CS10
lefuweng,N05
bakeng,N07
sa,CPOSS07
nako,N09
ya,CPOSS09
pele,NLOC
le,PART
ya,CPOSS09
bobedi,N14
ya,CPOSS09
lekgetho,N05
la,CPOSS05
tumellano,N09
ya,CPOSS09
nakwana,N09
.,ZE
,
Ke,VCOP
qetong,N09
ya,CPOSS09
molefi,N01
wa,CPOSS01
lekgetho,N05
la,CPOSS05
tumellano,N09
ya,CPOSS09
nakwana,N09
ka,PART
mong,N01
ho,CN15
hlwaya,V
nako,N09
ha,CONJ
tefo,N09
ya,CPOSS09
boraro,N14
ya,CPOSS09
tlatsetso,N09
e,CS09
hlokahala,V
.,ZE
,
Fumana,V
tsebiso,N09
e,ADJC09
ntjha,ADJ09
ya,CPOSS09
tefo,N09
ha,CPOSSLOC
SARS,RK
kapa,CONJ
e,CO09
laolle,V
setsheng,N07
sena,CD07
",",ZM
e,CO09
tlatse,V
mme,CONJ
o,CSPERS
e,CO09
romele,V
le,PART
tefo,N09
.,ZE
,
Ka,PART
ha,CONJ
tsebiso,N09
ya,CPOSS09
tefo,N09
e,CS09
a,CS06
tshwana,V
mme,CONJ
ha,MNEG
e,CS09
na,VCOP
dintlha,N10
tse,CS10
tebileng,V
malebana,ADV
le,PART
molefi,N01
wa,CPOSS01
lekgetho,N05
ya,CS01
kgethehileng,V
",",ZM
ho,CN15
bohlokwa,N14
haholo,ADV
hore,CONJ
molefi,N01
wa,CPOSS01
lekgetho,N05
la,CPOSS05
tumellano,N09
ya,CPOSS09
nakwana,N09
a,CS01
kenye,V
dintlha,N10
tse,CS10
nepahetseng,V
tsa,CPOSS10
akhaonte,N09
tseibisong,N09
ena,CD09
.,ZE
,
Ha,CONJ
dintlha,N10
tse,CS10
nepahetseng,V
di,CS10
sa,CPOSS07
kenngwa,V
",",ZM
tefo,N09
e,CS09
ke,MNEG
ke,MNEG
be,VAUX
ya,CS09
phaellwa,V
ho,PART
molefi,N01
wa,CPOSS01
lekgetho,N05
ya,CS01
nepahetseng,V
.,ZE
,
Dintlha,N10
tsa,CPOSS10
akhaonte,N09
di,CS10
bopilwe,V
ka,PART
mokgwa,N03
o,CS03
latelang,V
:,ZM
,
Nomoro,N09
ya,CPOSS09
tax,RV
reference,RV
(,ZPL
referense,N09
ya,CPOSS09
lekgetho,N05
),ZPR
ya,CPOSS09
molefi,N01
wa,CPOSS01
lekgetho,N05
,
P0003,RV
-,ZM
e,CS09
bontshang,V
payment,RV
period,RV
(,ZPL
nako,N09
ya,CPOSS09
tefo,N09
),ZPR
,
2005,RV
-,ZM
e,CS09
bontshang,V
year,RV
(,ZPL
selemo,N07
),ZPR
sa,CPOSS07
tekanyetso,N09
.,ZE
,
Nomoro,N09
ya,CPOSS09
referense,N09
ya,CPOSS09
mmakgonthe,N09
ya,CPOSS09
tefo,N09
e,CS09
tla,V
ba,VCOP
tjena,ADV
1234567123P00032005,RV
.,ZE
,
Mekgwa,N04
e,CS04
latelang,V
ho,CN15
phethahatsa,V
ditefo,N10
ho,PART
Tshebeletso,N09
Ya,CPOSS09
Tsa,CPOSS10
Kuno,N09
Ya,CPOSS09
Afrika,N09
Borwa,N14
e,CS09
teng,NLOC
:,ZM
,
Ditefo,N10
tsa,CPOSS10
tokisetso,N09
tsa,CPOSS10
lekgetho,N05
di,CS10
ka,PART
phethahatswa,V
le,PART
ha,CONJ
e,CSNEUT
le,VCOP
ho,PART
efe,ENUM
kantoro,N09
ya,CPOSS09
sebaka,N07
",",ZM
Mantaha,N09
ho,CN15
fihlela,V
Labohlano,N05
",",ZM
pakeng,N09
tsa,CPOSS10
hora,N09
ya,CPOSS09
8,RV
hoseng,ADV
le,PART
halofo,N09
ka,PART
mora,N18
hora,N09
ya,CPOSS09
3,RV
thapama,N09
ka,PART
ntle,NLOC
le,PART
matsatsi,N06
a,CPOSS06
phatlalatsa,N09
a,CPOSS06
phomolo,N09
.,ZE
,
Moo,CD18
ditefo,N10
di,CS10
etswang,V
teng,NLOC
ka,PART
poso,N09
",",ZM
ka,PART
banka,N09
kapa,CONJ
ATM,RL
",",ZM
nako,N09
e,CS09
lekaneng,V
ho,CN15
romela,V
kapa,CONJ
ho,CN15
tsamaisa,V
tefo,N09
e,CS09
tshwanetse,VAUX
e,CS09
hlokomelwe,V
.,ZE
,
Moo,CD18
ditefo,N10
di,CS10
etswang,V
teng,NLOC
ka,PART
tse,CS10
laolwang,V
ke,PART
eleketerone,N09
(,ZPL
metjhine,N04
),ZPR
",",ZM
ho,CN15
tshwanetse,VAUX
ho,CN15
hlokomelwe,V
dinako,N10
tsa,CPOSS10
ho,CN15
kwalwa,V
le,PART
nako,N09
ya,CPOSS09
ho,CN15
fetisa,V
ditifelo,N10
e,CS09
ka,PART
nkang,V
matsatsi,N06
pakeng,N09
sa,CPOSS07
a,ADJC06
mabedi,ADJ06
ho,CN15
ya,V
ho,PART
a,ADJC06
mahlano,ADJ06
,
Shejule,N09
ya,CPOSS09
A,RV
:,ZM
Diforomo,N10
tsa,CPOSS10
lekgetho,N05
tsa,CPOSS10
mosebetsi,N01
le,PART
ditshebeletso,N10
(,ZPL
IT3(a),RL
,
Nqeng,N09
tseo,CD10
ho,PART
tsona,PROEMP10
tekanyo,N09
ya,CPOSS09
selemo,N07
le,PART
selemo,N07
ya,CPOSS09
palo,N09
ya,CPOSS09
moputso,N03
wa,CPOSS03
mosebeletsi,N01
e,CS09
fihlang,V
ho,PART
R2,RV
000,RV
kapa,CONJ
ka,PART
tlase,NLOC
ho,CSLOC
moo,CD18
mme,CONJ
lekgetho,N05
la,CPOSS05
mosebeletsi,N01
le,CS05
sa,CPOSS07
hulwa,V
",",ZM
ho,CSINDEF
tshwanetswe,V
hore,CONJ
ho,CN15
fanwe,V
ka,PART
IT3(a),RL
kapa,CONJ
lenane,N05
",",ZM
la,CS05
latellanang,V
ka,PART
di-alfabete,N08
",",ZM
le,CS05
hlahisang,V
ka,PART
botlalo,N14
tlhahisoleseding,N09
e,CS09
latelang,V
e,CS09
mabapi,ADV
le,PART
motho,N01
ka,PART
mong,N01
:,ZM
,
di-inishiale,N10
le,PART
sefane,N07
kapa,CONJ
